 0.025  0.000
 0.075  0.000
 0.125  0.000
 0.175  0.000
 0.225  0.000
 0.275  0.000
 0.325  0.000
 0.375  0.000
 0.425  0.000
 0.475  0.000
 0.525  0.000
 0.575  0.000
 0.625  0.000
 0.675  0.000
 0.725  0.000
 0.775  0.000
 0.825  0.000
 0.875  0.000
 0.925  0.000
 0.975  0.000
 1.025  0.000
 1.075  0.000
 1.125  0.000
 1.175  0.000
 1.225  0.000
 1.275  0.000
 1.325  0.000
 1.375  0.000
 1.425  0.000
 1.475  0.000
 1.525  0.000
 1.575  0.000
 1.625  0.000
 1.675  0.000
 1.725  0.000
 1.775  0.000
 1.825  0.000
 1.875  0.000
 1.925  0.000
 1.975  0.000
 2.025  0.000
 2.075  0.000
 2.125  0.000
 2.175  0.000
 2.225  0.000
 2.275  0.000
 2.325  0.000
 2.375  0.000
 2.425  0.000
 2.475  0.000
 2.525  0.000
 2.575 22.790
 2.625 10.965
 2.675  0.000
 2.725  0.000
 2.775  0.000
 2.825  0.000
 2.875  0.000
 2.925  0.000
 2.975  0.000
 3.025  0.000
 3.075  0.000
 3.125  0.000
 3.175  0.000
 3.225  0.000
 3.275  0.000
 3.325  3.417
 3.375  6.633
 3.425  0.000
 3.475  0.000
 3.525  0.000
 3.575  0.000
 3.625  0.000
 3.675  0.000
 3.725  0.000
 3.775  0.000
 3.825  0.000
 3.875  0.000
 3.925  0.000
 3.975  0.000
 4.025  0.000
 4.075  0.000
 4.125  0.000
 4.175  0.000
 4.225  8.465
 4.275  0.000
 4.325  0.000
 4.375  0.000
 4.425  0.000
 4.475  0.000
 4.525  0.000
 4.575  0.000
 4.625  0.000
 4.675  0.000
 4.725  0.000
 4.775  0.000
 4.825  6.491
 4.875  9.538
 4.925  0.000
 4.975  0.000
 5.025  2.992
 5.075  0.000
 5.125  0.000
 5.175  0.000
 5.225  0.000
 5.275  0.000
 5.325  0.000
 5.375  0.000
 5.425  5.135
 5.475  0.000
 5.525  0.000
 5.575  0.000
 5.625  0.000
 5.675  0.000
 5.725  0.000
 5.775  0.000
 5.825  4.454
 5.875  0.000
 5.925  4.305
 5.975  0.000
 6.025  2.081
 6.075  0.000
 6.125  0.000
 6.175  0.000
 6.225  0.000
 6.275  0.000
 6.325  0.000
 6.375  5.577
 6.425  0.000
 6.475  0.000
 6.525  0.000
 6.575  0.000
 6.625  0.000
 6.675  0.000
 6.725  5.012
 6.775  0.000
 6.825  3.244
 6.875  0.000
 6.925  0.000
 6.975  3.106
 7.025  0.000
 7.075  0.000
 7.125  0.000
 7.175  5.871
 7.225  0.000
 7.275  2.855
 7.325  2.816
 7.375  0.000
 7.425  0.000
 7.475  0.000
 7.525  1.334
 7.575  0.000
 7.625  0.000
 7.675  0.000
 7.725  0.000
 7.775  0.000
 7.825  0.000
 7.875  0.000
 7.925  9.624
 7.975  2.376
 8.025  0.000
 8.075  2.317
 8.125  0.000
 8.175  0.000
 8.225  0.000
 8.275  5.517
 8.325  1.090
 8.375  0.539
 8.425  0.000
 8.475  0.000
 8.525  0.000
 8.575  0.000
 8.625  0.000
 8.675  2.008
 8.725  0.000
 8.775  3.925
 8.825  0.000
 8.875  0.000
 8.925  0.949
 8.975  1.876
 9.025  0.000
 9.075  1.835
 9.125  0.000
 9.175  0.000
 9.225  3.551
 9.275  0.878
 9.325  1.738
 9.375  0.000
 9.425  0.000
 9.475  0.000
 9.525  0.000
 9.575  0.000
 9.625  1.631
 9.675  1.614
 9.725  0.799
 9.775  0.000
 9.825  3.131
 9.875  0.000
 9.925  0.000
 9.975  0.000
10.025  0.000
