0.025 0
0.075 0
0.125 0
0.175 0
0.225 0
0.275 0
0.325 0
0.375 0
0.425 0
0.475 0
0.525 0
0.575 0
0.625 0
0.675 0
0.725 0
0.775 0
0.825 0
0.875 0
0.925 0
0.975 0
1.025 0
1.075 0
1.125 0
1.175 0
1.225 0
1.275 0
1.325 0
1.375 0
1.425 0
1.475 0
1.525 0
1.575 29.3861
1.625 0
1.675 0
1.725 0
1.775 0
1.825 0
1.875 0
1.925 0
1.975 0
2.025 0
2.075 0
2.125 0
2.175 0
2.225 0
2.275 0
2.325 0
2.375 0
2.425 0
2.475 0
2.525 0
2.575 7.99094
2.625 3.84471
2.675 0
2.725 0
2.775 0
2.825 0
2.875 0
2.925 5.88395
2.975 0
3.025 0
3.075 0
3.125 0
3.175 0
3.225 0
3.275 0
3.325 1.19814
3.375 2.32581
3.425 0
3.475 6.03662
3.525 5.86658
3.575 0
3.625 0
3.675 0
3.725 0
3.775 0
3.825 0
3.875 0
3.925 0
3.975 0
4.025 0
4.075 0
4.125 5.7633
4.175 0
4.225 2.96824
4.275 0
4.325 0
4.375 0
4.425 0
4.475 0
4.525 0
4.575 0
4.625 0
4.675 0
4.725 3.26512
4.775 0
4.825 2.27592
4.875 3.34421
4.925 0
4.975 0
5.025 1.04918
5.075 3.90912
5.125 0
5.175 0
5.225 2.6701
5.275 0
5.325 0
5.375 0
5.425 1.80033
5.475 0
5.525 0
5.575 0
5.625 4.60775
5.675 2.26345
5.725 0
5.775 0
5.825 1.56156
5.875 1.4585
5.925 1.5093
5.975 0
6.025 0.729806
6.075 1.9752
6.125 0
6.175 0
6.225 0
6.275 0
6.325 0
6.375 1.95561
6.425 1.74287
6.475 3.50004
6.525 0
6.575 2.32895
6.625 0
6.675 0
6.725 1.75735
6.775 0
6.825 1.13749
6.875 1.54226
6.925 0
6.975 1.08909
7.025 0
7.075 0
7.125 0
7.175 8.26211
7.225 0
7.275 1.00112
7.325 0.987499
7.375 0
7.425 0
7.475 0
7.525 4.32984
7.575 0
7.625 0
7.675 0
7.725 0
7.775 3.33105
7.825 3.57155
7.875 2.35089
7.925 3.37453
7.975 0.833088
8.025 0
8.075 0.812582
8.125 2.20269
8.175 0.00568081
8.225 0
8.275 3.03719
8.325 0.382255
8.375 0.188852
8.425 1.02698
8.475 0
8.525 0
8.575 0
8.625 0
8.675 0.704064
8.725 3.8303
8.775 3.33754
8.825 0
8.875 0
8.925 0.332587
8.975 1.56275
9.025 0.894971
9.075 0.643366
9.125 0
9.175 0
9.225 1.24523
9.275 4.86782
9.325 0.609333
9.375 0
9.425 0
9.475 0
9.525 1.60695
9.575 0.795107
9.625 0.571941
9.675 0.566043
9.725 1.34468
9.775 0.762902
9.825 1.09778
9.875 0
9.925 0
9.975 0
10.025 1.45066
