 0.025  0.000
 0.075  0.000
 0.125  0.000
 0.175  0.000
 0.225  0.000
 0.275  0.000
 0.325  0.000
 0.375  0.000
 0.425  0.000
 0.475  0.000
 0.525  0.000
 0.575  0.000
 0.625  0.000
 0.675  0.000
 0.725  0.000
 0.775  0.000
 0.825  0.000
 0.875  0.000
 0.925  0.000
 0.975  0.000
 1.025  0.000
 1.075  0.000
 1.125  0.000
 1.175  0.000
 1.225  0.000
 1.275  0.000
 1.325  0.000
 1.375  0.000
 1.425  0.000
 1.475  0.000
 1.525  0.000
 1.575  0.000
 1.625  0.000
 1.675  0.000
 1.725  0.000
 1.775  0.000
 1.825  0.000
 1.875  0.000
 1.925  0.000
 1.975  0.000
 2.025  0.000
 2.075  0.000
 2.125  0.000
 2.175  0.000
 2.225  0.000
 2.275  0.000
 2.325  0.109
 2.375  0.314
 2.425  0.000
 2.475  0.193
 2.525  0.155
 2.575  0.000
 2.625  0.114
 2.675  0.165
 2.725  0.371
 2.775  1.023
 2.825  1.481
 2.875  3.456
 2.925  8.244
 2.975 10.062
 3.025  4.306
 3.075  2.125
 3.125  1.150
 3.175  0.743
 3.225  0.189
 3.275  0.073
 3.325  0.053
 3.375  0.052
 3.425  0.101
 3.475  0.065
 3.525  0.159
 3.575  0.108
 3.625  0.165
 3.675  0.102
 3.725  0.114
 3.775  0.221
 3.825  0.283
 3.875  0.354
 3.925  0.333
 3.975  0.474
 4.025  0.596
 4.075  0.902
 4.125  1.216
 4.175  1.390
 4.225  1.214
 4.275  0.895
 4.325  0.790
 4.375  0.515
 4.425  0.674
 4.475  0.462
 4.525  0.443
 4.575  0.499
 4.625  0.470
 4.675  0.496
 4.725  0.627
 4.775  0.544
 4.825  0.702
 4.875  0.721
 4.925  1.032
 4.975  1.449
 5.025  1.779
 5.075  2.876
 5.125  2.925
 5.175  2.759
 5.225  1.580
 5.275  1.133
 5.325  0.952
 5.375  0.982
 5.425  0.830
 5.475  0.703
 5.525  0.594
 5.575  0.729
 5.625  0.623
 5.675  0.648
 5.725  0.739
 5.775  0.981
 5.825  0.766
 5.875  0.953
 5.925  1.010
 5.975  0.855
 6.025  0.635
 6.075  0.662
 6.125  0.604
 6.175  0.568
 6.225  0.641
 6.275  0.625
 6.325  0.581
 6.375  0.645
 6.425  0.716
 6.475  0.996
 6.525  1.337
 6.575  1.613
 6.625  1.562
 6.675  1.340
 6.725  1.115
 6.775  0.957
 6.825  0.846
 6.875  0.842
 6.925  0.801
 6.975  0.818
 7.025  0.842
 7.075  0.988
 7.125  1.094
 7.175  1.385
 7.225  1.578
 7.275  1.448
 7.325  1.230
 7.375  0.895
 7.425  0.961
 7.475  0.938
 7.525  0.985
 7.575  0.934
 7.625  1.145
 7.675  1.458
 7.725  1.644
 7.775  1.695
 7.825  1.686
 7.875  1.598
 7.925  1.365
 7.975  1.205
 8.025  1.086
 8.075  0.903
 8.125  0.848
 8.175  0.940
 8.225  0.946
 8.275  0.972
 8.325  0.961
 8.375  0.983
 8.425  0.880
 8.475  0.790
 8.525  0.762
 8.575  0.815
 8.625  0.885
 8.675  0.977
 8.725  0.996
 8.775  1.023
 8.825  1.123
 8.875  1.143
 8.925  1.014
 8.975  0.929
 9.025  0.943
 9.075  0.854
 9.125  0.826
 9.175  0.950
 9.225  0.954
 9.275  0.973
 9.325  1.015
 9.375  0.966
 9.425  0.781
 9.475  0.775
 9.525  0.754
 9.575  0.890
 9.625  0.836
 9.675  0.861
 9.725  0.985
 9.775  1.014
 9.825  0.959
 9.875  0.897
 9.925  0.838
 9.975  0.834
10.025  0.859
