 0.025  0.000
 0.075  0.000
 0.125  0.000
 0.175  0.000
 0.225  0.000
 0.275  0.000
 0.325  0.000
 0.375  0.000
 0.425  0.000
 0.475  0.000
 0.525  0.000
 0.575  0.000
 0.625  0.000
 0.675  0.000
 0.725  0.000
 0.775  0.000
 0.825  0.000
 0.875  0.000
 0.925  0.000
 0.975  0.000
 1.025  0.000
 1.075  0.000
 1.125  0.000
 1.175  0.000
 1.225  0.000
 1.275  0.000
 1.325  0.000
 1.375  0.000
 1.425  0.702
 1.475  0.565
 1.525  2.704
 1.575 40.262
 1.625 11.442
 1.675  2.119
 1.725  0.611
 1.775  0.452
 1.825  0.221
 1.875  0.098
 1.925  0.066
 1.975  0.038
 2.025  0.036
 2.075  0.011
 2.125  0.000
 2.175  0.000
 2.225  0.000
 2.275  0.009
 2.325  0.009
 2.375  0.052
 2.425  0.000
 2.475  0.008
 2.525  0.023
 2.575  0.037
 2.625  0.029
 2.675  0.027
 2.725  0.086
 2.775  0.102
 2.825  0.185
 2.875  0.083
 2.925  0.184
 2.975  0.216
 3.025  0.252
 3.075  0.296
 3.125  0.423
 3.175  0.478
 3.225  0.586
 3.275  0.655
 3.325  0.795
 3.375  0.992
 3.425  1.378
 3.475  2.181
 3.525  3.005
 3.575  3.083
 3.625  2.471
 3.675  1.619
 3.725  1.250
 3.775  1.024
 3.825  1.064
 3.875  0.952
 3.925  0.922
 3.975  0.942
 4.025  1.061
 4.075  1.411
 4.125  2.783
 4.175  2.407
 4.225  1.005
 4.275  0.570
 4.325  0.423
 4.375  0.364
 4.425  0.346
 4.475  0.363
 4.525  0.398
 4.575  0.357
 4.625  0.491
 4.675  0.555
 4.725  0.761
 4.775  0.756
 4.825  0.739
 4.875  0.666
 4.925  0.616
 4.975  0.633
 5.025  0.584
 5.075  0.633
 5.125  0.780
 5.175  0.910
 5.225  0.975
 5.275  1.001
 5.325  0.913
 5.375  0.816
 5.425  0.833
 5.475  0.834
 5.525  0.951
 5.575  1.075
 5.625  1.393
 5.675  1.515
 5.725  1.607
 5.775  1.363
 5.825  1.196
 5.875  1.049
 5.925  0.960
 5.975  0.912
 6.025  1.096
 6.075  1.073
 6.125  1.012
 6.175  0.877
 6.225  0.890
 6.275  0.885
 6.325  0.899
 6.375  1.031
 6.425  1.229
 6.475  1.335
 6.525  1.229
 6.575  1.122
 6.625  0.955
 6.675  0.929
 6.725  0.851
 6.775  0.767
 6.825  0.817
 6.875  0.870
 6.925  0.822
 6.975  0.812
 7.025  0.868
 7.075  0.864
 7.125  1.019
 7.175  1.115
 7.225  1.100
 7.275  1.126
 7.325  1.090
 7.375  1.047
 7.425  1.136
 7.475  1.202
 7.525  1.243
 7.575  1.295
 7.625  1.157
 7.675  1.094
 7.725  1.106
 7.775  1.247
 7.825  1.311
 7.875  1.301
 7.925  1.280
 7.975  1.222
 8.025  1.083
 8.075  1.092
 8.125  1.052
 8.175  0.989
 8.225  0.977
 8.275  0.938
 8.325  0.880
 8.375  0.883
 8.425  0.925
 8.475  0.852
 8.525  0.858
 8.575  0.909
 8.625  0.942
 8.675  1.041
 8.725  1.102
 8.775  1.102
 8.825  1.067
 8.875  1.018
 8.925  0.974
 8.975  1.030
 9.025  0.940
 9.075  0.897
 9.125  0.892
 9.175  0.939
 9.225  0.978
 9.275  1.036
 9.325  1.058
 9.375  1.026
 9.425  1.023
 9.475  0.995
 9.525  0.943
 9.575  0.892
 9.625  0.894
 9.675  0.810
 9.725  0.823
 9.775  0.765
 9.825  0.808
 9.875  0.817
 9.925  0.840
 9.975  0.903
10.025  0.872
