0.025 0
0.075 0
0.125 0
0.175 0
0.225 0
0.275 0
0.325 0
0.375 0
0.425 0
0.475 0
0.525 0
0.575 0
0.625 0
0.675 0
0.725 0
0.775 0
0.825 0
0.875 0
0.925 0
0.975 0
1.025 0
1.075 0
1.125 0
1.175 0
1.225 0
1.275 0
1.325 0
1.375 0
1.425 0.338882
1.475 0.272671
1.525 1.30603
1.575 19.4472
1.625 5.52649
1.675 1.02338
1.725 0.295057
1.775 0.218415
1.825 0.106868
1.875 0.0472471
1.925 0.0320175
1.975 0.0182505
2.025 0.0173602
2.075 0.00551126
2.125 0
2.175 0
2.225 0.00348387
2.275 0.0812318
2.325 0.0417226
2.375 0.135631
2.425 0.13785
2.475 0.565321
2.525 1.85209
2.575 3.94053
2.625 2.98392
2.675 1.34234
2.725 0.637559
2.775 0.495036
2.825 0.506337
2.875 0.765371
2.925 1.59723
2.975 1.88551
3.025 0.939985
3.075 0.596906
3.125 0.524334
3.175 0.497952
3.225 0.463668
3.275 0.527995
3.325 0.636461
3.375 0.758813
3.425 0.948403
3.475 1.34835
3.525 1.74703
3.575 1.72965
3.625 1.4035
3.675 0.946983
3.725 0.776707
3.775 0.668107
3.825 0.700286
3.875 0.652042
3.925 0.656075
3.975 0.677949
4.025 0.782115
4.075 1.03416
4.125 1.76553
4.175 1.68477
4.225 1.06689
4.275 0.825203
4.325 0.713687
4.375 0.597766
4.425 0.574469
4.475 0.538236
4.525 0.552407
4.575 0.560208
4.625 0.647741
4.675 0.705773
4.725 0.889156
4.775 1.01185
4.825 1.19963
4.875 1.30366
4.925 1.26612
4.975 1.19909
5.025 1.11064
5.075 1.19752
5.125 1.20549
5.175 1.17921
5.225 0.969019
5.275 0.903183
5.325 0.820769
5.375 0.779685
5.425 0.776592
5.475 0.756406
5.525 0.815277
5.575 0.875716
5.625 1.01124
5.675 1.05587
5.725 1.13802
5.775 1.08037
5.825 0.992868
5.875 1.00955
5.925 1.01496
5.975 0.979128
6.025 0.993843
6.075 0.991944
6.125 0.903866
6.175 0.816879
6.225 0.821745
6.275 0.849758
6.325 0.86196
6.375 0.938452
6.425 1.05508
6.475 1.14031
6.525 1.13647
6.575 1.12572
6.625 1.02951
6.675 1.01636
6.725 0.967418
6.775 0.927071
6.825 0.980591
6.875 1.00473
6.925 0.953068
6.975 0.959324
7.025 0.956082
7.075 0.999474
7.125 1.10744
7.175 1.24692
7.225 1.29706
7.275 1.28106
7.325 1.17965
7.375 1.035
7.425 1.03687
7.475 1.04863
7.525 1.05457
7.575 1.06118
7.625 0.995785
7.675 1.04077
7.725 1.08499
7.775 1.18691
7.825 1.24215
7.875 1.28403
7.925 1.24578
7.975 1.22649
8.025 1.15649
8.075 1.11202
8.125 1.07172
8.175 1.03067
8.225 1.02016
8.275 0.987823
8.325 0.964005
8.375 0.961859
8.425 0.963805
8.475 0.880352
8.525 0.85646
8.575 0.880727
8.625 0.927305
8.675 1.00631
8.725 1.0463
8.775 1.05234
8.825 1.07457
8.875 1.01444
8.925 0.981048
8.975 0.973566
9.025 0.937219
9.075 0.910636
9.125 0.885187
9.175 0.946201
9.225 0.956587
9.275 1.0016
9.325 1.03403
9.375 0.990803
9.425 0.949984
9.475 0.934845
9.525 0.902371
9.575 0.883518
9.625 0.888996
9.675 0.857431
9.725 0.872712
9.775 0.854538
9.825 0.868448
9.875 0.851672
9.925 0.868707
9.975 0.897553
10.025 0.900703
